po_number,item,supplier_name,order_dt,delivery_dt,qty_ordered,status
PO5347,Peanut Butter Smooth 1kg,Om Distributors,2023/07/09,2023-07-12,3047,Cancelled
PO5348,Sunflower Oil 2L,Global Supplies,2024/01/31,,1809,Cancelled
PO5349,Milk 1L,Global Supplies,2023/06/07,,1595,Pending
PO5350,SKU122,Prime Wholesale,2024/08/21,2024-09-14,4049,Cancelled
PO5351,Biscuits 200g,Om Distributors,2022/12/31,2023-01-17,2990,Delivered
PO5352,SKU138,FreshSource Ltd,2022/02/12,2022-02-16,4374,In Transit
PO5353,Milk 1L,FreshSource Ltd,2024/04/08,2024-05-06,4403,Cancelled
PO5354,SKU121,FreshSource Ltd,2022/08/04,2022-08-24,3640,Delivered
PO5355,SKU103,ABC Traders,2022/01/11,2022-01-28,4132,Delivered
PO5356,SKU158,Om Distributors,2022/09/17,2022-09-24,2664,Delayed
PO5357,SKU101,Prime Wholesale,2024/06/03,,4536,Delayed
PO5358,Milk 500ml,Om Distributors,2024/05/24,2024-06-11,1425,Delayed
PO5359,SKU113,Global Supplies,2022/06/02,2022-06-13,2417,In Transit
PO5360,Peanut Butter Smooth 200g,Prime Wholesale,2023/12/11,,1041,In Transit
PO5361,Detergent 500g,ABC Traders,2024/06/18,,3374,Delivered
PO5362,Biscuits 500g,FreshSource Ltd,2022/04/08,2022-04-26,833,Pending
PO5363,SKU114,Om Distributors,2024/03/16,2024-04-15,1810,Delayed
PO5364,SKU102,ABC Traders,2022/07/17,2022-08-16,3989,In Transit
PO5365,Peanut Butter Smooth 200g,Global Supplies,2024/03/17,,2503,Pending
PO5366,Coffee 200g,ABC Traders,2024/09/03,2024-09-24,2324,In Transit
PO5367,SKU151,Prime Wholesale,2024/04/29,2024-05-08,1302,Cancelled
PO5368,Peanut Butter Crunchy 1kg,Prime Wholesale,2022/08/30,2022-09-02,1236,Delayed
PO5369,Sunflower Oil 5L,Om Distributors,2023/12/17,2024-01-13,4363,Cancelled
PO5370,SKU114,Global Supplies,2022/01/25,,4565,In Transit
PO5371,SKU148,ABC Traders,2024/07/24,2024-07-30,4808,Delivered
PO5372,Biscuits 200g,ABC Traders,2023/02/05,2023-03-02,4980,In Transit
PO5373,SKU153,ABC Traders,2023/08/30,2023-09-25,2081,Pending
PO5374,SKU113,Om Distributors,2023/06/10,2023-06-18,3087,In Transit
PO5375,SKU103,Prime Wholesale,2024/05/20,2024-06-02,4649,Pending
PO5376,SKU122,Prime Wholesale,2022/12/26,,2671,Cancelled
PO5377,SKU111,FreshSource Ltd,2022/04/11,2022-04-24,3199,Delayed
PO5378,SKU140,Prime Wholesale,2022/08/29,2022-09-02,4295,Delivered
PO5379,Biscuits 200g,Om Distributors,2024/05/27,2024-05-30,4521,Cancelled
PO5380,SKU128,Prime Wholesale,2023/09/15,2023-10-08,2412,In Transit
PO5381,SKU130,Om Distributors,2022/10/20,2022-11-13,2814,Pending
PO5382,Coffee 200g,ABC Traders,2022/06/09,2022-06-30,2295,Pending
PO5383,Milk 1L,FreshSource Ltd,2023/12/19,2023-12-29,2429,Delivered
PO5384,Milk 1L,Om Distributors,2023/07/13,,2807,Delivered
PO5385,SKU120,ABC Traders,2023/11/28,2023-12-27,3837,In Transit
PO5386,Biscuits 200g,ABC Traders,2023/01/19,2023-01-29,3755,Pending
PO5387,Peanut Butter Crunchy 1kg,Global Supplies,2022/07/14,,3538,Delayed
PO5388,Milk 500ml,FreshSource Ltd,2023/10/07,2023-10-25,558,Delayed
PO5389,Coffee 200g,Global Supplies,2023/07/18,2023-07-30,2616,Delivered
PO5390,SKU128,FreshSource Ltd,2024/07/19,2024-08-11,2992,In Transit
PO5391,SKU104,Global Supplies,2023/05/12,2023-06-07,3798,Pending
PO5392,Peanut Butter Crunchy 200g,ABC Traders,2023/04/02,2023-04-23,3781,Cancelled
PO5393,Sunflower Oil 2L,FreshSource Ltd,2022/09/19,2022-10-05,1285,Pending
PO5394,Milk 500ml,ABC Traders,2024/04/17,2024-04-28,4412,Cancelled
PO5395,Detergent 2kg,ABC Traders,2022/09/16,2022-09-25,3979,In Transit
PO5396,Milk 1L,Om Distributors,2023/07/31,2023-08-16,4199,Pending
PO5397,Peanut Butter Smooth 200g,ABC Traders,2024/08/31,2024-09-08,3960,In Transit
PO5398,SKU102,FreshSource Ltd,2024/06/21,2024-07-15,1588,Delayed
PO5399,SKU129,Om Distributors,2023/05/22,,3214,Cancelled
PO5400,SKU141,Om Distributors,2022/09/10,2022-09-24,4243,Delivered
PO5401,SKU121,Om Distributors,2023/12/15,2024-01-07,1156,In Transit
PO5402,SKU150,Prime Wholesale,2024/08/11,2024-08-20,886,Pending
PO5403,Sunflower Oil 2L,FreshSource Ltd,2022/02/27,2022-03-04,4446,Cancelled
PO5404,SKU123,FreshSource Ltd,2023/03/12,,257,Pending
PO5405,SKU157,FreshSource Ltd,2023/01/31,2023-02-16,266,Pending
PO5406,SKU155,Prime Wholesale,2024/02/27,,3386,Delayed
PO5407,SKU125,FreshSource Ltd,2023/09/04,2023-09-11,1989,In Transit
PO5408,Tea 250g,Om Distributors,2024/05/18,2024-05-30,1419,Delivered
PO5409,SKU109,Om Distributors,2024/09/19,2024-10-14,2331,Delayed
PO5410,SKU153,Global Supplies,2023/06/22,,4825,Delayed
PO5411,SKU128,Global Supplies,2022/11/03,2022-11-14,1705,Delayed
PO5412,SKU101,Prime Wholesale,2023/04/16,2023-04-23,3298,In Transit
PO5413,Milk 1L,FreshSource Ltd,2023/03/16,2023-03-22,2127,Delayed
PO5414,SKU122,Global Supplies,2023/08/02,2023-08-12,2433,Delayed
PO5415,SKU118,Om Distributors,2023/12/26,2024-01-17,1708,Cancelled
PO5416,SKU126,Prime Wholesale,2024/09/15,2024-09-30,3374,Delivered
PO5417,Biscuits 200g,FreshSource Ltd,2023/06/01,2023-06-26,3329,In Transit
PO5418,SKU138,Om Distributors,2022/12/05,,2192,Delivered
PO5419,SKU112,Om Distributors,2024/01/26,2024-02-24,4977,Delayed
PO5420,SKU114,ABC Traders,2023/03/01,2023-03-24,576,Pending
PO5421,SKU136,ABC Traders,2024/02/23,2024-03-11,3398,Delayed
PO5422,SKU141,FreshSource Ltd,2023/01/08,2023-01-24,1609,Pending
PO5423,SKU123,Prime Wholesale,2022/06/06,2022-06-22,4520,Delivered
PO5424,Peanut Butter Crunchy 1kg,Om Distributors,2024/08/06,2024-08-30,4869,In Transit
PO5425,SKU109,Om Distributors,2023/12/21,2024-01-07,2201,Delayed
PO5426,SKU106,Global Supplies,2023/04/26,,323,Delayed
PO5427,SKU116,ABC Traders,2023/01/20,2023-02-18,2700,Delayed
PO5428,Biscuits 100g,FreshSource Ltd,2022/01/05,,291,Delivered
PO5429,SKU121,Prime Wholesale,2023/01/10,2023-01-24,1574,Pending
PO5430,SKU137,Prime Wholesale,2022/01/24,2022-02-23,1637,Delivered
PO5431,Detergent 500g,Om Distributors,2022/07/13,2022-07-30,936,Pending
PO5432,SKU113,FreshSource Ltd,2023/01/05,2023-01-19,3495,Cancelled
PO5433,SKU130,Prime Wholesale,2024/07/06,2024-07-16,2979,Pending
PO5434,Coffee 200g,Global Supplies,2024/01/29,,3238,Cancelled
PO5435,Detergent 2kg,FreshSource Ltd,2023/09/02,,242,Pending
PO5436,SKU140,Prime Wholesale,2023/10/29,2023-11-15,3180,In Transit
PO5437,SKU153,Om Distributors,2022/03/25,2022-04-11,420,Pending
PO5438,Biscuits 200g,Global Supplies,2023/04/27,2023-05-26,245,Delayed
PO5439,SKU129,FreshSource Ltd,2024/07/30,2024-08-18,4312,In Transit
PO5440,SKU104,Om Distributors,2023/07/13,2023-07-28,3657,Pending
PO5441,SKU124,ABC Traders,2022/09/26,2022-10-25,3979,Delivered
PO5442,Milk 500ml,Om Distributors,2023/11/26,2023-11-30,1691,Pending
PO5443,Sunflower Oil 5L,Prime Wholesale,2022/06/27,2022-07-01,2069,Cancelled
PO5444,SKU127,FreshSource Ltd,2022/02/16,2022-02-25,3778,Delivered
PO5445,Biscuits 200g,Prime Wholesale,2023/09/25,2023-10-20,3713,In Transit
PO5446,Biscuits 500g,Prime Wholesale,2023/04/02,2023-04-22,1797,In Transit
PO5447,SKU124,Global Supplies,2023/01/16,,573,Delayed
PO5448,Peanut Butter Smooth 200g,ABC Traders,2024/08/28,,3607,Cancelled
PO5449,Milk 500ml,FreshSource Ltd,2024/02/04,2024-02-22,2361,Delivered
PO5450,Milk 500ml,Prime Wholesale,2024/04/16,,4962,Delayed
PO5451,Biscuits 500g,ABC Traders,2023/06/11,2023-06-28,1516,Delivered
PO5452,SKU115,ABC Traders,2024/02/13,2024-03-03,1343,In Transit
PO5453,Detergent 500g,Om Distributors,2022/02/23,2022-03-04,1712,In Transit
PO5454,SKU106,Om Distributors,2022/10/24,2022-11-10,3433,Delayed
PO5455,SKU100,FreshSource Ltd,2023/05/03,2023-05-14,2727,Cancelled
PO5456,SKU125,ABC Traders,2022/09/09,2022-10-05,3234,Cancelled
PO5457,SKU113,ABC Traders,2022/09/16,,1866,Pending
PO5458,Coffee 200g,Global Supplies,2024/02/29,2024-03-03,1448,Delivered
PO5459,SKU114,Om Distributors,2022/05/05,2022-05-28,3674,Cancelled
PO5460,Detergent 1kg,ABC Traders,2022/11/20,,2046,Cancelled
PO5461,SKU144,Global Supplies,2023/03/06,2023-03-26,3462,Cancelled
PO5462,Biscuits 500g,Global Supplies,2024/09/13,2024-09-22,2229,Delayed
PO5463,SKU157,Prime Wholesale,2022/07/25,2022-08-21,2135,Delivered
PO5464,Detergent 500g,Prime Wholesale,2024/07/15,,3294,Delayed
PO5465,SKU103,Global Supplies,2024/02/21,2024-03-17,4507,In Transit
PO5466,SKU132,ABC Traders,2024/02/12,2024-03-08,2866,Pending
PO5467,SKU153,Om Distributors,2024/09/08,2024-10-01,3569,Delayed
PO5468,Sunflower Oil 1L,Global Supplies,2022/03/17,2022-04-07,497,In Transit
PO5469,Sunflower Oil 5L,Om Distributors,2023/07/01,2023-07-19,2367,Delayed
PO5470,Detergent 2kg,ABC Traders,2023/12/19,2023-12-27,1348,Pending
PO5471,Milk 1L,Global Supplies,2023/04/22,,1579,Pending
PO5472,SKU147,Global Supplies,2022/09/23,2022-10-10,1806,Cancelled
PO5473,Biscuits 500g,Global Supplies,2024/08/15,2024-08-24,1664,Delivered
PO5474,SKU120,Om Distributors,2024/08/21,2024-08-30,1232,Delivered
PO5475,Biscuits 100g,Om Distributors,2022/02/28,2022-03-26,1420,Delivered
PO5476,Milk 1L,FreshSource Ltd,2023/01/01,2023-01-14,2927,Delayed
PO5477,Sunflower Oil 2L,Om Distributors,2024/06/07,2024-06-21,1073,Pending
PO5478,SKU153,FreshSource Ltd,2023/11/04,2023-11-19,3619,Cancelled
PO5479,Peanut Butter Smooth 1kg,Global Supplies,2022/07/14,,1680,Pending
PO5480,SKU123,Prime Wholesale,2023/11/05,2023-11-26,451,Delivered
PO5481,SKU145,Om Distributors,2022/11/26,,2243,In Transit
PO5482,Milk 500ml,ABC Traders,2024/07/15,2024-07-18,1125,In Transit
PO5483,Milk 500ml,FreshSource Ltd,2023/08/07,2023-08-13,871,In Transit
PO5484,SKU149,Om Distributors,2022/08/04,2022-08-24,2066,In Transit
PO5485,SKU100,Om Distributors,2022/12/02,2022-12-22,2869,Cancelled
PO5486,Sunflower Oil 2L,ABC Traders,2022/11/25,2022-12-10,611,Cancelled
PO5487,SKU159,FreshSource Ltd,2022/02/09,2022-02-27,4367,In Transit
PO5488,Sunflower Oil 5L,Prime Wholesale,2023/05/30,2023-06-02,3718,Cancelled
PO5489,Coffee 200g,ABC Traders,2023/07/26,,555,Delivered
PO5490,SKU156,Global Supplies,2023/03/14,2023-03-28,3501,Cancelled
PO5491,Peanut Butter Crunchy 1kg,Prime Wholesale,2024/03/23,2024-04-15,1700,In Transit
PO5492,Detergent 500g,Prime Wholesale,2023/08/10,2023-08-18,2561,Pending
PO5493,Coffee 200g,Prime Wholesale,2023/09/09,2023-09-27,2518,Pending
PO5494,SKU118,FreshSource Ltd,2023/08/05,2023-08-21,1049,Cancelled
PO5495,Sunflower Oil 1L,ABC Traders,2024/05/22,2024-06-20,2430,Cancelled
PO5496,Milk 500ml,Prime Wholesale,2023/11/06,2023-11-27,2957,Delayed
PO5497,SKU104,Om Distributors,2023/11/23,2023-12-04,1735,In Transit
PO5498,SKU144,Global Supplies,2022/11/21,,2551,Cancelled
PO5499,SKU126,Global Supplies,2024/06/23,2024-07-19,3544,Delayed
PO5500,SKU153,ABC Traders,2024/03/28,2024-04-10,3846,Pending
PO5501,Milk 500ml,FreshSource Ltd,2023/12/07,2023-12-21,4358,In Transit
PO5502,Sunflower Oil 2L,FreshSource Ltd,2023/01/10,2023-01-26,4631,Delayed
PO5503,Detergent 500g,ABC Traders,2023/09/10,2023-09-29,1158,Cancelled
PO5504,SKU145,FreshSource Ltd,2023/05/21,2023-06-04,1020,Delayed
PO5505,Biscuits 200g,Global Supplies,2024/01/01,,2166,Delayed
PO5506,SKU150,FreshSource Ltd,2022/12/25,,4992,In Transit
PO5507,Coffee 200g,ABC Traders,2023/12/10,2023-12-15,1113,Delivered
PO5508,Detergent 500g,Prime Wholesale,2024/07/20,2024-07-29,1130,Pending
PO5509,Biscuits 500g,ABC Traders,2022/02/01,2022-02-27,4051,Cancelled
PO5510,SKU126,ABC Traders,2023/12/07,,3605,In Transit
PO5511,SKU124,Global Supplies,2022/03/07,2022-03-17,1788,Delivered
PO5512,SKU137,FreshSource Ltd,2022/09/25,2022-10-12,2315,In Transit
PO5513,Detergent 500g,Global Supplies,2023/01/19,2023-01-31,1544,Delivered
PO5514,SKU147,Global Supplies,2022/05/24,2022-05-27,3140,Delayed
PO5515,Peanut Butter Smooth 200g,Om Distributors,2022/06/09,2022-06-19,884,Delivered
PO5516,Detergent 1kg,Om Distributors,2024/01/14,2024-02-12,636,In Transit
PO5517,SKU145,Prime Wholesale,2022/07/04,2022-07-26,4336,Pending
PO5518,Milk 500ml,FreshSource Ltd,2024/01/08,2024-01-29,4687,Cancelled
PO5519,Biscuits 500g,Global Supplies,2023/11/07,2023-11-10,4884,In Transit
PO5520,SKU111,Om Distributors,2023/01/29,2023-02-05,1162,In Transit
PO5521,SKU134,Prime Wholesale,2022/01/28,2022-02-07,3226,Delayed
PO5522,Sunflower Oil 2L,Global Supplies,2022/05/06,2022-05-27,865,Pending
PO5523,Milk 500ml,ABC Traders,2022/12/21,,2997,Delivered
PO5524,SKU140,Prime Wholesale,2022/04/13,,4905,Pending
PO5525,SKU123,Prime Wholesale,2023/01/10,2023-02-04,306,Delayed
PO5526,SKU101,Om Distributors,2022/04/05,2022-04-16,2000,Pending
PO5527,SKU158,FreshSource Ltd,2022/06/30,,1879,In Transit
PO5528,SKU112,ABC Traders,2024/09/16,2024-09-29,2945,Delayed
PO5529,SKU104,ABC Traders,2024/02/13,,4632,Cancelled
PO5530,Sunflower Oil 1L,ABC Traders,2022/07/18,2022-08-03,2112,Cancelled
PO5531,Detergent 2kg,FreshSource Ltd,2024/05/23,2024-05-27,1921,Cancelled
PO5532,SKU101,FreshSource Ltd,2023/09/27,,2971,Cancelled
PO5533,SKU130,FreshSource Ltd,2023/02/10,,4378,Cancelled
PO5534,SKU135,Prime Wholesale,2024/03/10,2024-04-02,4154,In Transit
PO5535,Milk 1L,Global Supplies,2024/04/21,2024-04-29,2145,Delayed
PO5536,SKU122,Om Distributors,2024/03/30,2024-04-12,2931,In Transit
PO5537,SKU150,Prime Wholesale,2024/03/07,2024-03-19,3210,Delivered
PO5538,SKU106,Om Distributors,2022/09/23,2022-09-29,2332,Cancelled
PO5539,SKU154,Om Distributors,2024/07/17,2024-08-13,1177,Pending
PO5540,Detergent 2kg,FreshSource Ltd,2022/04/11,2022-05-01,4711,Delivered
PO5541,SKU102,Om Distributors,2024/09/23,2024-10-20,3604,Delayed
PO5542,SKU119,FreshSource Ltd,2023/08/02,2023-08-29,284,Cancelled
PO5543,SKU116,Global Supplies,2022/06/23,2022-07-21,2732,Delayed
PO5544,SKU144,ABC Traders,2022/04/24,,2272,Pending
PO5545,SKU129,FreshSource Ltd,2023/07/07,2023-07-18,2525,Delivered
PO5546,SKU110,ABC Traders,2024/01/22,2024-02-05,454,Cancelled
PO5547,Detergent 500g,FreshSource Ltd,2023/10/06,2023-10-13,1306,Delivered
PO5548,SKU145,Prime Wholesale,2024/09/11,2024-10-11,547,Cancelled
PO5549,SKU143,Om Distributors,2022/08/23,2022-09-03,4483,Cancelled
PO5550,SKU117,ABC Traders,2022/12/17,2023-01-15,4590,Delayed
PO5551,Milk 500ml,FreshSource Ltd,2024/08/31,,4606,Delayed
PO5552,SKU100,ABC Traders,2023/12/08,2024-01-04,1415,In Transit
PO5553,Milk 500ml,Om Distributors,2023/01/27,,3833,Delayed
PO5554,SKU135,FreshSource Ltd,2022/10/20,2022-11-12,1785,Delayed
PO5555,Milk 500ml,Prime Wholesale,2023/01/27,,1393,Cancelled
PO5556,SKU152,Om Distributors,2022/11/09,2022-11-17,1183,Cancelled
PO5557,SKU101,Om Distributors,2022/07/07,2022-07-28,3331,Delivered
PO5558,SKU131,ABC Traders,2023/10/12,2023-10-23,2221,Cancelled
PO5559,Milk 500ml,ABC Traders,2022/08/09,2022-08-19,1448,Cancelled
PO5560,Biscuits 500g,ABC Traders,2022/02/17,2022-03-13,2171,Pending
PO5561,SKU117,ABC Traders,2024/09/18,2024-10-13,1788,Delayed
PO5562,SKU122,Om Distributors,2023/08/07,2023-08-16,2318,In Transit
PO5563,Sunflower Oil 1L,Om Distributors,2024/02/14,2024-02-20,1958,Delivered
PO5564,SKU113,Prime Wholesale,2022/10/11,2022-10-22,4196,In Transit
PO5565,SKU134,Global Supplies,2022/10/29,,2169,In Transit
PO5566,SKU136,Om Distributors,2024/02/12,,1077,Delayed
PO5567,Milk 500ml,Global Supplies,2024/08/03,2024-08-23,3217,Cancelled
PO5568,Tea 500g,ABC Traders,2023/06/27,,4574,Delivered
PO5569,Detergent 2kg,ABC Traders,2023/03/28,,3295,Pending
PO5570,Milk 500ml,Om Distributors,2022/08/19,,2640,Pending
PO5571,Milk 1L,Om Distributors,2023/09/18,2023-10-04,718,Delayed
PO5572,SKU145,ABC Traders,2024/08/08,2024-08-14,791,Delayed
PO5573,SKU116,ABC Traders,2022/02/05,2022-03-06,3026,Pending
PO5574,SKU141,ABC Traders,2022/04/11,2022-04-18,3714,Delayed
PO5575,SKU106,Om Distributors,2022/04/28,2022-05-15,4211,Pending
PO5576,Milk 1L,Global Supplies,2024/07/28,,2702,Cancelled
PO5577,Sunflower Oil 2L,Prime Wholesale,2023/07/11,2023-08-06,4325,Cancelled
PO5578,SKU108,ABC Traders,2024/02/02,2024-02-24,3570,In Transit
PO5579,Sunflower Oil 2L,Prime Wholesale,2022/04/03,,4749,Delayed
PO5580,SKU143,ABC Traders,2023/02/05,2023-02-22,3431,Delivered
PO5581,SKU127,Global Supplies,2022/06/16,,3558,Delayed
PO5582,SKU148,FreshSource Ltd,2024/06/28,,1512,Delivered
PO5583,Sunflower Oil 1L,Om Distributors,2022/01/25,,798,In Transit
PO5584,SKU128,FreshSource Ltd,2023/10/20,2023-10-27,4176,In Transit
PO5585,SKU142,Om Distributors,2023/04/18,,3276,Delivered
PO5586,SKU102,Global Supplies,2022/08/11,,2711,Delivered
PO5587,Detergent 2kg,Om Distributors,2022/10/07,2022-11-02,3809,Cancelled
PO5588,SKU145,Prime Wholesale,2022/09/07,2022-09-30,1313,Delayed
PO5589,Biscuits 200g,Om Distributors,2022/09/24,2022-10-04,820,In Transit
PO5590,Peanut Butter Crunchy 1kg,FreshSource Ltd,2022/11/26,2022-12-07,1241,Delayed
PO5591,SKU103,Om Distributors,2024/01/22,2024-02-14,1477,Pending
PO5592,Tea 250g,Prime Wholesale,2024/03/19,2024-03-26,4478,Cancelled
PO5593,SKU159,FreshSource Ltd,2022/06/04,2022-06-19,3009,Delivered
PO5594,Milk 500ml,ABC Traders,2023/12/03,2023-12-24,3294,In Transit
PO5595,Sunflower Oil 5L,Om Distributors,2022/02/07,,2849,Delayed
PO5596,SKU147,Om Distributors,2022/04/27,2022-05-06,1652,Delayed
PO5597,SKU105,FreshSource Ltd,2024/09/26,2024-10-14,4533,Pending
PO5598,SKU136,Prime Wholesale,2024/06/01,2024-06-28,2884,Delivered
PO5599,SKU134,Prime Wholesale,2023/05/03,2023-05-29,2693,Cancelled
PO5600,Detergent 500g,FreshSource Ltd,2024/09/14,2024-09-20,3693,Delivered
PO5601,SKU121,Prime Wholesale,2023/04/13,2023-04-20,3506,Delivered
PO5602,Sunflower Oil 2L,Global Supplies,2023/04/12,2023-04-24,451,Delivered
PO5603,Sunflower Oil 5L,Global Supplies,2023/10/19,,4950,Pending
PO5604,SKU139,Om Distributors,2022/08/29,2022-09-18,3611,In Transit
PO5605,SKU107,ABC Traders,2023/01/22,2023-02-17,3927,Delivered
PO5606,SKU124,Prime Wholesale,2023/04/13,,1451,Delivered
PO5607,Milk 1L,Om Distributors,2024/04/17,,1838,Cancelled
PO5608,SKU110,FreshSource Ltd,2022/04/20,2022-04-25,4848,Cancelled
PO5609,SKU153,Prime Wholesale,2024/02/04,2024-02-21,951,Delivered
PO5610,Peanut Butter Crunchy 1kg,Om Distributors,2022/05/15,2022-05-19,703,Delayed
PO5611,Sunflower Oil 1L,Global Supplies,2022/09/26,,1282,In Transit
PO5612,Sunflower Oil 2L,ABC Traders,2022/11/10,2022-11-23,3500,In Transit
PO5613,SKU105,Global Supplies,2023/01/04,2023-01-21,247,In Transit
PO5614,Detergent 500g,Om Distributors,2024/01/16,2024-01-31,4172,Cancelled
PO5615,SKU144,ABC Traders,2022/11/02,2022-11-26,3547,Delivered
PO5616,SKU119,FreshSource Ltd,2024/05/01,2024-05-15,1057,Cancelled
PO5617,SKU154,Prime Wholesale,2023/12/27,2024-01-23,1046,Delivered
PO5618,SKU120,Prime Wholesale,2023/06/25,2023-07-03,4740,Delayed
PO5619,Milk 1L,Prime Wholesale,2024/08/14,2024-09-13,1633,Cancelled
PO5620,SKU139,Om Distributors,2024/07/06,2024-08-05,4433,Delayed
PO5621,SKU108,Om Distributors,2024/02/16,2024-02-19,380,Delivered
PO5622,Peanut Butter Smooth 200g,Global Supplies,2024/04/11,2024-05-07,2430,Pending
PO5623,Milk 1L,Om Distributors,2022/10/17,,2882,Cancelled
PO5624,SKU106,Om Distributors,2022/04/28,2022-05-19,2699,Pending
PO5625,Detergent 500g,FreshSource Ltd,2024/03/11,2024-03-23,3700,In Transit
PO5626,SKU150,Om Distributors,2023/09/30,2023-10-18,488,Delayed
PO5627,Tea 250g,Prime Wholesale,2024/01/19,2024-02-06,4377,In Transit
PO5628,SKU117,Om Distributors,2022/08/03,2022-08-16,437,Delayed
PO5629,SKU150,ABC Traders,2022/07/19,2022-08-14,1989,Cancelled
PO5630,Milk 1L,Global Supplies,2024/03/13,2024-03-18,2409,Pending
PO5631,SKU104,Prime Wholesale,2022/05/11,2022-06-04,1957,Delivered
PO5632,SKU148,ABC Traders,2023/03/20,,4756,Delivered
PO5633,SKU132,Global Supplies,2022/02/28,,1317,Delivered
PO5634,Tea 500g,ABC Traders,2023/08/06,2023-09-01,3303,Cancelled
PO5635,SKU136,FreshSource Ltd,2022/03/03,2022-03-24,4618,Delivered
PO5636,Biscuits 100g,ABC Traders,2022/07/27,2022-08-03,2956,Delivered
PO5637,Peanut Butter Smooth 200g,ABC Traders,2024/09/23,2024-10-19,4144,Cancelled
PO5638,Biscuits 100g,Om Distributors,2023/09/29,,4518,Delivered
PO5639,Milk 500ml,Prime Wholesale,2024/05/19,2024-06-05,3999,Delayed
PO5640,Sunflower Oil 5L,Global Supplies,2023/07/08,2023-08-04,671,Delayed
PO5641,Milk 500ml,Global Supplies,2024/08/16,2024-09-02,1648,In Transit
PO5642,SKU144,Global Supplies,2022/08/08,2022-08-12,3173,Delivered
PO5643,SKU139,FreshSource Ltd,2024/01/22,2024-01-31,1763,Cancelled
PO5644,Tea 250g,ABC Traders,2023/08/25,2023-09-12,2565,In Transit
PO5645,Milk 1L,Om Distributors,2024/08/14,2024-09-01,2689,Delayed
PO5646,Detergent 500g,Global Supplies,2022/11/06,,655,Delivered
PO5647,Biscuits 200g,Prime Wholesale,2023/09/29,2023-10-29,757,In Transit
PO5648,SKU159,Prime Wholesale,2023/09/17,2023-09-22,4094,Delivered
PO5649,SKU132,Om Distributors,2023/01/12,2023-01-18,4314,Pending
PO5650,SKU102,Prime Wholesale,2024/04/20,2024-04-28,3611,Cancelled
PO5651,Biscuits 200g,FreshSource Ltd,2024/01/31,2024-02-07,1731,In Transit
PO5652,SKU153,Om Distributors,2023/03/18,2023-04-04,1728,Pending
PO5653,SKU148,ABC Traders,2024/07/21,,3966,Cancelled
PO5654,Peanut Butter Crunchy 200g,ABC Traders,2024/08/25,2024-09-09,1890,Pending
PO5655,Milk 1L,Om Distributors,2022/02/01,2022-02-10,230,Cancelled
PO5656,Sunflower Oil 2L,Om Distributors,2023/05/05,2023-05-31,2404,Cancelled
PO5657,SKU143,FreshSource Ltd,2024/04/14,,4326,Cancelled
PO5658,SKU126,Prime Wholesale,2022/06/26,2022-07-19,2012,Delivered
PO5659,Detergent 500g,ABC Traders,2024/05/25,,4712,In Transit
PO5660,Sunflower Oil 2L,Om Distributors,2023/08/05,2023-08-22,206,Delayed
PO5661,Peanut Butter Smooth 1kg,FreshSource Ltd,2023/11/28,2023-12-23,4964,Pending
PO5662,SKU146,ABC Traders,2023/01/01,,2656,In Transit
PO5663,Biscuits 100g,Global Supplies,2023/11/14,2023-12-01,2947,Delayed
PO5664,SKU139,Global Supplies,2024/01/28,2024-02-17,727,Pending
PO5665,Detergent 1kg,ABC Traders,2022/11/13,2022-12-09,4402,Pending
PO5666,SKU137,Global Supplies,2023/10/24,2023-11-03,3698,Cancelled
PO5667,SKU120,Global Supplies,2023/09/11,2023-09-22,3502,Delivered
PO5668,SKU150,Global Supplies,2022/03/01,2022-03-13,773,Delayed
PO5669,SKU138,ABC Traders,2024/09/21,2024-10-09,560,Delivered
PO5670,Milk 1L,FreshSource Ltd,2023/09/02,2023-09-16,1191,Pending
PO5671,Detergent 1kg,Om Distributors,2022/03/20,2022-04-06,375,Pending
PO5672,SKU110,Global Supplies,2024/06/29,2024-07-27,1485,In Transit
PO5673,Sunflower Oil 5L,Om Distributors,2023/04/13,,3955,Delivered
PO5674,Milk 1L,Prime Wholesale,2024/09/10,2024-09-28,2985,Cancelled
PO5675,Tea 500g,FreshSource Ltd,2024/07/18,2024-08-12,1353,In Transit
PO5676,Biscuits 500g,Prime Wholesale,2024/07/29,,1303,Cancelled
PO5677,Coffee 200g,ABC Traders,2024/03/15,2024-03-25,1802,In Transit
PO5678,Milk 1L,Om Distributors,2024/09/10,,1111,In Transit
